Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
Elena Nass,5.0,"Thank you very much for a wonderful holiday, the only thing that upset us was that we had never holidayed here before. Everything was top notch, thanks to everyone who made our holiday unforgettable ❤️❤️❤️❤️❤️",3 weeks ago,2026-07-14,,"Dear Guest,

Thank you for your high rating and such kind words!

We are truly delighted that your stay left such a wonderful impression. We are especially pleased to learn that your only regret was not having experienced our hotel sooner. This is the greatest reward for our team and motivation to continue creating unforgettable experiences for our guests.

We look forward to welcoming you back to Megasaray Hotels!

Sincerely,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",6 reviews,Ci9DQUlRQUNvZENodHljRjlvT21ZemJ6UXpaa2hFV0ZaVk9YTXlOek5UU2sweWNFRRAB
Fatih Koc,5.0,"The hotel is easily accessible to all areas, the service is excellent, the quality of ingredients in the food is very good (except for the desserts), it's the right choice for a relaxing holiday, and the animation team and activities are fun.",3 weeks ago,2026-07-14,,"Dear Guest,

Thank you for your kind review and high rating.

We are very pleased that you were satisfied with the service we provided during your stay, the accessibility of our facilities, and the quality of our food. We have also noted your feedback regarding our desserts and will share it with our relevant team.

We look forward to welcoming you back to Megasaray Hotels.

Sincerely,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",Local Guide · 113 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xJME5GTjZkVTVMTjNoWk1sQnBaRVpqVDNSbVJXYxAB
_L9128JS,5.0,"Excellent hotel. Great food, plenty of food stations, coffee, and desserts. Excellent staff, entertainers, bartenders, and everyone else! They took all my requests into account and fulfilled them. The hotel is bright and stylish. I'd be happy to come back. Special thanks to Fidan, Taryk, Ismail, German, and Mahabat ❤️",3 weeks ago,2026-07-14,,,,ChdDSUhNMG9nS0VJeUNvOGZrbDg2RDhnRRAB
Y7305HZsonyab,5.0,"An amazing hotel with super friendly staff members, delicious food and great rooms! Would definitely recommend for a family vacation",3 weeks ago,2026-07-14,,,,ChdDSUhNMG9nS0VNT2JpZHVhbEx1SDBRRRAB
Şükrü Pullukçu,5.0,"We had a wonderful family vacation at Megasaray Westbeach Antalya. From the moment we arrived at the hotel in our car, the valet team greeted us, and everything was very professional. Our room was ready, so we checked in immediately.

The food exceeded our expectations. There were meat, chicken, and fish options available daily. They even had specialties like quail, which you wouldn't easily find at every hotel. We were also very satisfied with the drinks. The premium brands offered made us feel the quality.

One of the aspects we liked most about the hotel was the staff. All the staff were extremely friendly, attentive, and constantly asked, ""Do you need anything?"" showing genuine care and attention to our guests. We truly felt valued.

We had no problems with the pool or beach either. We could easily find sunbeds no matter what time of day we went. Also, since the hotel is almost right on the beach, access to the beach was extremely easy.

The only negative point I can mention was a female employee at the Starbucks inside the hotel. He didn't respond much to the polite expressions we're used to in daily life, such as ""have a good day,"" ""good morning,"" and ""thank you."" Perhaps he was feeling down that week or going through a busy period; I see this as a kind of bad luck charm. Apart from that, all the hotel staff we encountered were genuinely friendly and helpful.

As a small suggestion, one or two water slides could be added to a section of the pool. Such an addition would make the pool more fun for children and adults, especially during the daytime.

Overall, we had a holiday that exceeded our expectations in terms of cleanliness, service quality, food, and staff. It's a hotel I can wholeheartedly recommend. We left very satisfied and would consider choosing it again.",3 weeks ago,2026-07-14,,"Dear Guest,

Thank you for choosing Megasaray WestBeach Antalya and for providing such detailed feedback after your stay.

We are extremely pleased that you were satisfied with our valet service, our gastronomic experience, our premium beverage options, and the hospitable approach of our team during your stay. Knowing that you felt valued at our facility is the greatest source of motivation for our entire team.

We would also like to thank you for your experience at Starbucks and your suggestion regarding the addition of a water slide to our pool. Your feedback will be evaluated by our relevant departments as part of our efforts to improve the quality of our services.

Thank you again for your kind advice and valuable comments, and we would be delighted to welcome you back to Megasaray Hotels.

Sincerely,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",Local Guide · 13 reviews · 13 photos,Ci9DQUlRQUNvZENodHljRjlvT2tWRVJtMVlVVmxmVjI1b1ZuWTBlbXBJTFZaMWMwRRAB
Jamila Bichieva,5.0,"Good afternoon! I'd like to leave a review of the Megasarai Hotel. It's a wonderful, delightful place, the staff is incredibly friendly and welcoming, and everyone is ready to help with any request. There's an atmosphere of comfort and universal support, no matter where you are—in the restaurant, on the beach, or during entertainment. The cuisine is very rich, catering to every taste—the dishes are delicious, especially the grilled dishes. The huge selection of desserts is another plus! The hotel interior looks expensive, but unique—the charming pink color scheme creates a festive feel. We were also very pleased with the evening events—many exciting acrobatic shows, wonderful discos with very warm entertainers. A special plus is the short walk to the sea—it makes part of the holiday much easier. Overall, we'll definitely be back! Wishing the hotel prosperity 🌹🌹",3 weeks ago,2026-07-14,,"Dear Guest,

Thank you very much for your wonderful review and high rating!

We are delighted to learn that you appreciated our team's hospitality, cozy atmosphere, varied cuisine, hotel design, and vibrant evening program. We are especially pleased that your stay left such a lasting impression, and that the proximity to the sea made your vacation even more enjoyable.

Thank you for your kind wishes. We look forward to welcoming you back to Megasaray Hotels!

Sincerely,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT200dFZIWTRia2RpVTE5SFoxUjVVVU5ZWlU5alRWRRAB
Sonya B,5.0,"An amazing hotel with friendly staff, entertainment team, delicious food and great rooms. would definitely recommend for a family vacation. special thanks to the entertainment team for making every evening special. the members of the entertainment team are extremely friendly and fun.",3 weeks ago,2026-07-14,,"Dear Guest,

Thank you for your wonderful review and recommendation.

We are delighted to hear that you enjoyed our friendly team, delicious food, comfortable rooms, and the entertainment program. It is especially rewarding to know that our entertainment team made your evenings so memorable. Your kind words will be shared with our team with great pleasure.

We look forward to welcoming you again to Megasaray Hotels for another enjoyable family holiday.

Kind Regards,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT25rdGIzUTNUVFo1YVhad1NVbG1ZVmhmUjBsc2NrRRAB
Ирина Батлук,5.0,"A wonderful hotel with a breathtaking view of the sea and mountains from the room. Everything is within walking distance, and the hotel has everything you need for a great vacation. The evening entertainment is engaging, and you can dance and have fun. My 5-year-old had a blast at the mini-disco and kids' club.
The sea water is usually clear and calm in the morning, but a little later, small debris and seaweed appear.",3 weeks ago,2026-07-14,,"Dear Guest,

Thank you for your wonderful review and high rating!

We are truly delighted that you enjoyed the magnificent view from your room, the ambiance of our hotel, the evening programs, and the children's entertainment. We are especially pleased to know that your child enjoyed the mini club and mini disco, and that your stay left such a warm impression.

We look forward to welcoming you back to Megasaray Hotels!

Sincerely,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",1 review · 2 photos,Ci9DQUlRQUNvZENodHljRjlvT2tFMVFtbHJXamhzY1RGcmMxUldWV3BzUzI1aVJuYxAB
innabL4838TU,5.0,"We stayed at Megasaray as a couple and absolutely loved it! Let's start with the room – we booked a sea view, and it was the best decision. Waking up to the endless expanse of water outside the window was pure bliss. Special thanks for the …",4 weeks ago,2026-07-07,,,,ChdDSUhNMG9nS0VQR0ZnSS1hb3YzXzBRRRAB
O8008IM_,5.0,"A super hotel. Ultra all-inclusive, the food and drinks are plentiful and delicious, you can't eat enough. Two pools, the sea is just across the street, you can't get any closer. The rooms are clean, and the bed linens and towels are …",4 weeks ago,2026-07-07,,,,ChdDSUhNMG9nS0VKdTB1N0RrNnY2LXZRRRAB
S7278RN_,5.0,"The food is good and delicious. The sea is close, the rooms are clean and cleaned daily. There's Starbucks coffee, and it's delicious. The staff is friendly, smiling, and helpful. The location is in the best area of ​​Konyaalti.",4 weeks ago,2026-07-07,,,,ChdDSUhNMG9nS0VKaVJpWnVZM2RYdHZRRRAB
Deniz,2.0,,4 weeks ago,2026-07-07,,"Dear Guest,
We were unable to access your accommodation information during our checks. To clarify the matter and better assist you, please contact us directly at crm@megasarayhotels.com for a more detailed assessment.
We would be happy to assist you.
Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",Local Guide · 30 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tOS09YVnpWWEpaTjFsU1JtbHJia05JTkdGdlRGRRAB
