Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
Baris ay,2.0,He definitely doesn't deserve the money he's getting.,a week ago,2026-07-28,,"Dear Mr. Barış Ay,

Thank you for sharing your feedback with us.

We are sorry to learn that your experience did not meet your expectations. Your opinions are very important to us. If you could share the situation and the reasons for your dissatisfaction in detail via email, we would be happy to investigate the matter and assist you.

You can reach us at premiumbelek@rixos.com with your reservation information.

We look forward to hearing from you and hope to better understand you.

Sincerely,
Rixos Premium Belek Management",7 reviews · 3 photos,Ci9DQUlRQUNvZENodHljRjlvT2tkR2RXTlhkVGhzV0d0V2RFTjNaVGRQUm5SQk4yYxAB
Rinor Shkodra,4.0,,a week ago,2026-07-28,,"Dear Rinor,

Thank you for choosing Rixos Premium Belek.

We truly appreciate your support and look forward to welcoming you back for another memorable stay.

Kind regards,

Rixos Premium Belek Hotel Management",Local Guide · 19 reviews · 11 photos,Ci9DQUlRQUNvZENodHljRjlvT2xKVVIxVTFjalZCVW5aa0xYUnZia1ZqTVY5VlVVRRAB
Azizaxon Odilbekova,5.0,"The club is very good, the children liked it.",a week ago,2026-07-28,,"Dear guest,

Thank you for your kind words and positive feedback.

We are delighted to hear that your children enjoyed our Kids Club. Thank you for sharing your experience. We look forward to welcoming you back to Rixos Premium Belek.

Sincerely,

Rixos Premium Belek Hotel Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xsVlNuUlVUa05SUlMxMGVXSnViVGhmWW5VMGRGRRAB
info alkhaleel,1.0,"I was truly surprised and disappointed by the lack of attention we experienced from the moment we checked into the hotel today.

We, a family of 14 including our children, booked 5 rooms for 5 nights at your hotel. During check-in, we were assigned a staff member named Serdar. He later said that another lady would contact us shortly to assist us. However, hours passed and no one contacted us.

Upon this, I called Serdar to remind him of the situation. I was told that they would contact me again. Despite this, there was still no response. When I called Serdar again, my calls went unanswered.

Frankly, I did not expect such a lack of attention at a prestigious hotel like Rixos. Especially with a large family booking of 5 rooms for 5 nights, I believe guests should receive the necessary attention.

At the very least, we would have expected a guest representative to introduce the facility, explain the restaurants, activities, children's programs, and services offered in detail, preferably someone who speaks Arabic. Unfortunately, we didn't experience any of that.

It wasn't just a lack of information; we felt like we weren't guests at all, but rather forgotten. It's truly upsetting to have had such an impression on the very first day of our holiday.",a week ago,2026-07-28,,,,Ci9DQUlRQUNvZENodHljRjlvT2xFeFEwUmhlR1ZQTTJGWWRIQm9iazl6WVhKWFlXYxAB
Serdar Akpinar,3.0,"After two weeks at the Rixos Belek, I have very mixed feelings.

Unfortunately, the hotel wasn't worth the money, even though it's not a bad hotel.

We were bothered by the constant attempts to charge extra at every turn. Whether it was in the à la carte restaurants for ""special"" dishes, better seating, or loungers in the ""Infinia"" program (no idea what that's supposed to be). Upon arrival, we were called to reception with a fantastic offer: for just €6,000 more, we could upgrade to a suite... okay... what's the big deal? :-D

The hotel itself is clean and well-maintained, and the grounds are enormous. Enormous, but pointlessly so; there's a lack of space in the restaurants and pools. Instead, there are lots of lawns in places you'll hardly ever see. In the main restaurant, there's an 16+ section that's practically right next to the usual canteen madness, with open walls. It was impossible for me to eat inside because of the noise. There are only about 20 tables on the terrace for 1500 guests; that's simply impossible...

Vacation is always a socially unusual situation, and here in particular, there's the contact with some extremely wealthy people who arrive with nannies, talk about their McLaren collections, and there are also a lot of ""influencers,"" women who have all been to the same surgeon, a great many Russians and Arabs of all kinds, some Turkish, and some Western European guests. About 80% are families with children. Unfortunately, there are also the usual alcoholics, plate hogs, and sunbed hogs.

The food is standard for an upscale Turkish vacation, as you would expect from other 5-star hotels. Nothing special, but not bad either. It's clear, as in every hotel in Turkey, that they skimp on meat because it's simply very expensive.

The drinks selection is also good, but nothing special.

The QR pool service was significantly faster and better than in other hotels. Kudos to them.

The service staff were mostly very friendly and helpful. Nothing to complain about! CRM is taken very seriously; it's very professional.

However, it didn't quite click for us because we've experienced all of this for half the price at other hotels.

I can't say why the hotel has to be so expensive. It's huge, lots of superficial ostentation, but there's no substance beneath the facade. The fancy ""French"" street with the Starbucks is a dark hall with overpriced, fake shops that are always empty.

Half the machines in the arcade are broken and probably over 10 years old. I played OutRun 2 as a kid...

The free visit to Land of Legends is great in theory. We took the earliest bus at 10:00 AM. Here, too, there are only enough loungers for guests of the hotel; everyone else is fighting for far too few loungers by the pools and slides.

At 10:20 AM, it was so crowded that the wait times for the slides were over 40 minutes. We only managed to use one slide. A complete waste of time. The wave pool feels much smaller in real life than it does in pictures and videos, and the waves aren't anything special... better to go to the sea.

Otherwise, it's absolutely overcrowded. The pools are smaller than at the hotel, and there are thousands of people...

We spent over €100 there on five non-alcoholic drinks. :-D

A taxi back costs €35 if you don't want to wait for the buses.",Edited a week ago,2026-07-28,,"Dear Serdar Akpinar,

Thank you for taking the time to share your impressions of your stay with us.

We are pleased to read that you appreciated the cleanliness of our hotel and the spacious, well-maintained grounds. At the same time, we regret that certain aspects of your stay did not meet your expectations.

We carefully consider all guest feedback, as it helps us to continuously review and improve our services. Our guests' satisfaction is our highest priority, and we strive to create a pleasant holiday experience for every guest.

Thank you again for your candid feedback, and we wish you all the best for your future travels.

Sincerely,

Rixos Premium Belek Management",Local Guide · 24 reviews · 27 photos,Ci9DQUlRQUNvZENodHljRjlvT21rek0xZE1VVVp1TFRCTGNHZEZUWE5YY1dGeWRIYxAB
Mathis TEBIB,5.0,"One of the best hotels we’ve ever stayed at. The pool is amazing, and the quality of the food is excellent. We especially appreciated the staff, who were always friendly and attentive. We really enjoyed our stay and would definitely recommend this hotel.",a week ago,2026-07-28,,"Dear Mathis,

Thank you for your wonderful feedback.

We are delighted to know that you enjoyed your stay and appreciated our facilities, culinary offerings, and the dedication of our team. Your kind words are a great motivation for us.

We look forward to welcoming you back to Rixos Premium Belek for another memorable experience.

Kind regards,

Rixos Premium Belek Hotel Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT21ObGVHeEVkM1p1UTA0d09IbGxkRWxFUW1kVlgzYxAB
Özlem “OZZY” İNANÇ,5.0,"It was an extraordinary holiday experience. The Italian restaurant and Peoples restaurant offered fine dining, while the à la carte restaurants were legendary, especially the Evening Restaurant, which stood out with its food, presentation, and top-notch service. Live music, shows, Godiva, Starbucks, and much more... Lands of Legend was also very enjoyable; the dolphin show was fantastic, but there were no elevators in the aquapark, which made it very tiring, and of course, it was very crowded.",a week ago,2026-07-28,,"Dear Ms. Özlem İnanç,

Thank you so much for choosing Rixos Premium Belek and for sharing your valuable experience with us.

We are extremely pleased that you described your holiday as an ""extraordinary experience."" We especially thank you for your valuable feedback regarding our Italian Restaurant, People's Restaurant, and à la carte restaurants. The fact that the flavors, presentations, and high-level service of the Akşam Restaurant left such a positive impression on you will be a great source of motivation for our relevant teams.

We are also pleased that you enjoyed our live music, shows, the Godiva Café, Starbucks experience, and your visit to The Land of Legends. We are delighted that the dolphin show is among your unforgettable memories.

Thank you also for sharing your concerns about the lack of elevators and the fatigue you experienced due to the crowds at the Aquapark. Your valuable feedback will be shared with the relevant teams and will be taken into consideration in our evaluations aimed at improving the guest experience.

We look forward to welcoming you back to Rixos Premium Belek soon.

Sincerely,

Rixos Premium Belek Hotel Management",Local Guide · 44 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2xOU1dubGlVbXc1ZDNwRk5FbEJkekpoUVhOVVZtYxAB
Mehmet Ökçün,5.0,"Spend time without thinking about anything in this amazing atmosphere, perfect for a real vacation.",a week ago,2026-07-28,,"Dear Mr. Mehmet Ökçün,

Thank you for choosing Rixos Premium Belek and sharing your valuable feedback.

We are delighted that you described it as ""a real vacation"" and that you enjoyed our hotel's ambiance so much. Our greatest goal is to provide our guests with a peaceful and enjoyable vacation experience, allowing them to escape the hustle and bustle of daily life and leave everything else undisturbed. Seeing that we have achieved this goal is a great source of motivation for our entire team.

Thank you again for your kind review, and we look forward to welcoming you back to Rixos Premium Belek.

Sincerely,

Rixos Premium Belek Hotel Management",Local Guide · 40 reviews · 4 photos,Ci9DQUlRQUNvZENodHljRjlvT21aU2RGUTFXRjh3Vm5wNGF5MVpkWEpKTVVWb1FrRRAB
Anoo Alrubaei,5.0,Everything was great thank you Nebila for your help.,a week ago,2026-07-28,,"Dear Anoo Alrubaei,

Thank you very much for your wonderful review and for choosing Rixos Premium Belek.

We are delighted to know that you had a great stay with us. Your kind words mean a lot to our team.

A special thank you for recognizing Nebila. We are proud to have dedicated team members like her, and we will be delighted to share your appreciation with her. We are sure your thoughtful feedback will be a great source of motivation.

We look forward to welcoming you back to Rixos Premium Belek for another memorable holiday in the near future.

Kind regards,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT21VMlIxcE1WMjB3TjFscGNtaENiQzFGTUhGNFEyYxAB
Yana Synus,5.0,Simply Rixos!!! Our place on Earth,a week ago,2026-07-28,,"Dear Yana Synus,

Thank you so much for your wonderful review and for your heartfelt words.

Reading that Rixos Premium Belek is ""your place on Earth"" is one of the greatest compliments we could receive. Knowing that our hotel has become such a special destination for you brings immense joy to our entire team.

Thank you for your trust and loyalty. We truly appreciate your support and look forward to welcoming you back to your ""home away from home"" for many more unforgettable holidays.

Kind regards,

Rixos Premium Belek Hotel Management",5 reviews,Ci9DQUlRQUNvZENodHljRjlvT25kWlRUWkVUa3hWYm5oMmNsQnpZVGhxVmpOclgzYxAB
Mehmet yıldız,5.0,"The friendliness and attentiveness of the staff at Akşam Restaurant truly makes a difference. Thank you to the entire team for the fast service, delicious food, and lovely atmosphere!",a week ago,2026-07-28,,"Dear Mr. Mehmet Yıldız,

Thank you very much for choosing Rixos Premium Belek and for sharing your valuable feedback with us.

We are extremely pleased that you were satisfied with your experience at the Evening Restaurant. Your comments, particularly highlighting the friendliness and hospitality of our staff, are very valuable to us. Your kind words about our fast service, delicious food, and warm atmosphere will be gladly shared with our relevant team.

Your kind feedback is a great source of motivation for all our colleagues.

We would be delighted to welcome you back to Rixos Premium Belek.

Sincerely,

Rixos Premium Belek Hotel Management",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT2pOVFExaEdUSFYyVEVOb2JFbFdOMEo1T1hSVU9YYxAB
