Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
Engin Kurtulmuş,5.0,"Le Crorssantei team, thank you so much, the notes were lovely, your attention to detail was wonderful. I especially come to you for Turkish coffee, you make it so well, you get the ratios just right. Well done!",3 weeks ago,2026-07-14,,,2 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2pKZmRWSklTSGhuU1MxNFRGTkZRelZXUWpWdVowRRAB
Musa Erol,5.0,"The morning and evening activities were great; you have a fulfilling day. For meals, grilling could be a separate option. À la carte options with reservations might be better.",3 weeks ago,2026-07-14,,,1 review · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT25GWFFrUXdSM0Z1ZGxFeWJtbHdYMGRFYlRGeFlsRRAB
ilknur Olgun,5.0,"We were generally pleased with the hotel. We had a very enjoyable time. Especially at the White Angel Bar, Ms. Aleyna was very friendly and attentive. Thank you.",3 weeks ago,2026-07-14,,,Local Guide · 13 reviews,Ci9DQUlRQUNvZENodHljRjlvT2psWVNXbG1abkF3TW1SM2NrazNhM0l5YWxGSVRFRRAB
Ozlem Cimen,3.0,"The animation team was fantastic, so friendly and helpful 😊",3 weeks ago,2026-07-14,,,2 reviews,Ci9DQUlRQUNvZENodHljRjlvT25jdFJreEtVRTlmTVdRNGVrWmZSM3BPY1dRNE1sRRAB
Irena Puidokienė,5.0,"Great hotel, all you need for a perfect stay is here, for me personally - nice private beach with good entrance to the water, delicious food, availibility of sun beds any time of the day, water slides and coffee corner with live piano music every evening! Highly recommended!",3 weeks ago,2026-07-14,,,Local Guide · 27 reviews · 6 photos,Ci9DQUlRQUNvZENodHljRjlvT25sdlgybGxSV2N4T0VGbFMxY3dhRWRYWkdvek4zYxAB
SERDAR İMER,4.0,"I had a 6-night holiday experience between June 29th and July 5th. The hotel's front area is used for parking, but there were no spaces available when I arrived. Security quickly helped and directed me to the back area of ​​the hotel, from where I could enter the hotel itself. The welcome was adequate.
The aqua park area meets expectations for families with children and aqua park lovers. To balance the heavy use of the double boats, the staff in that area assists those waiting in line. On a day when we couldn't find an empty sun lounger in the aqua park, Bilal, one of the staff members, was very helpful and assisted us quickly. Since the hotel's architecture is perpendicular to the sea, you are likely to walk a lot, but you can consider this as exercise after dinner 😊
On June 30th, Serkan, who works at the White Angel Bar, was very polite and helpful. Employees like him are a valuable asset for the hotel.
The evening shows and disco party organizations were successful. The atmosphere was mainly families; only at one point during the disco night, a group of 7-8 men were having fun in the middle area 🕺
I didn't use the à la carte restaurants, but the concept looked nice from the outside. Those who want to avoid crowds can choose these restaurants at the right times. Don't expect the same level of food presentation/flavor as you've stayed at hotels like Titanic Deluxe Belek in the main restaurant; ultimately, considering Waterworld is a price/performance hotel, it meets expectations. However, I didn't expect to encounter such a variety of dishes twice in a 6-day holiday 😊 During the day, pizza, baked potatoes, crispy chicken, gözleme (Turkish flatbread), etc. are available. The bar service is quite extensive. Ice cream service hours are extended. In short, you can enjoy your holiday with your family and children without setting your expectations too high.",3 weeks ago,2026-07-14,,,4 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT21KUGNHOUxjbXBNVlRNM2QzZ3dPSHBYUW1wUVZGRRAB
Rabia Çukur,5.0,"We stayed for 5 days from July 6th to 11th... Everything was wonderful. The sea, the location, the food, the staff service were all excellent. I definitely recommend it. I would like to give a special thank you to Elif, the receptionist. This was our 4th hotel from the Crystal group... and we always leave happy. This was the best part, in my opinion 🤍",3 weeks ago,2026-07-14,,,3 reviews,Ci9DQUlRQUNvZENodHljRjlvT21zMFVXNXJPREpOUVcxek0wdzRaalJzUjNSdllsRRAB
A3921ZQ_,2.0,We stayed at this hotel for a week after the May holidays. |Four girls went on vacation and booked a family room. Please note that the photos the hotel displays and what is actually there do not correspond to reality. The family room only …,3 weeks ago,2026-07-14,,,,ChdDSUhNMG9nS0VNblQ4Nl82dHJhQ19RRRAB
mevlüt güneş,5.0,"I've been to this hotel three times and everything is wonderful, but I haven't found the same food in the kitchen as when I came 10 years ago. I rediscovered the same taste of the Cosmopolitan cocktail I drank 10 years ago thanks to Deniz, a trainee I recently met here. I wanted to leave this review even before he asked; he truly works hard. He's only 18, but his skills, friendliness, sweet demeanor, and presence make him a very mature gentleman. Even though Deniz is a trainee, he truly deserves to be a bartender. Who knows what he could do if he were a master? These trainees deserve to be given the best opportunities. I thank Waterworld for introducing us to such high-quality individuals.
Those who come here shouldn't leave without visiting Deniz...",3 weeks ago,2026-07-14,,,4 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2pGaGIwUm5RbVZRVTNGQ1dHZFpVWE0zWVRkeE5XYxAB
Екатерина Машкова,5.0,Good soft play. I really liked everything!,3 weeks ago,2026-07-14,,,1 review · 8 photos,Ci9DQUlRQUNvZENodHljRjlvT2xsaU4wTk9RemcyY1Y5c1ZXc3dlVVJ1WDNGdU5tYxAB
Selim Aydın,1.0,"This was our fourth visit to Crystal Water World, and unfortunately, it turned out to be our last.

This time, we experienced a major disappointment. A piece of glass from a plate got stuck in my daughter's foot, and my wife's foot was burned by a guest.

A large family with four children was staying in the room next to ours. Due to inadequate sound insulation, we couldn't rest because of the baby crying and loud noises. Furthermore, the scraping of chairs and tables from the lobby bar below our room kept us awake all night. Despite requesting a room change, we were told there were no vacancies.

On the second day, the floor was extremely slippery because many guests were entering the restaurant in their wet swimsuits after swimming in the sea and pool. My daughter slipped and fell while getting food, the plate she was holding broke, and a piece of glass got stuck in her foot. We had to take her to the hospital.

That same evening, while my wife was waiting in line for drinks at the bar, a hot cup of tea spilled on her foot by one of the young foreigners joking amongst themselves, causing a second-degree burn. We had to take her to the hospital again. While it's clear the incident was caused by a guest, it's also evident that such large and uncontrolled crowds create conditions conducive to such accidents. The hotel management's approach was limited to simply saying, ""We're sorry, accidents happen.""

Due to these events, we were banned from swimming in the sea and pool, and our vacation was interrupted. Four days before the end of our vacation, on the morning of the third day, we were forced to leave the hotel.

As a result of these events, we suffered a total financial loss of 9,500 TL, including 3,500 TL for early departure travel expenses, 5,000 TL for hospital expenses, and 1,000 TL for medication. We demand that this loss be compensated by the guest who caused the incident, or by the legally responsible person or institution.

We expected a more solution-oriented and responsible approach from this hotel, which we have trusted and chosen for years, in the face of this inconvenience. Unfortunately, due to this experience, we do not intend to return to Crystal Water World.",3 weeks ago,2026-07-14,,,Local Guide · 11 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2xOb2FUbExhSFJ2WlU1SGEzSjFSRkp2T0RaMllVRRAB
Евгения Зыбина,5.0,A good hotel for a holiday with children,3 weeks ago,2026-07-14,,,1 review,Ci9DQUlRQUNvZENodHljRjlvT2kxNlZubG1kWG94YWxneVJYZHJUbG80V1hwMVMzYxAB
hamide ergül,5.0,"Even though the places were very far apart, everything was beautiful 🌸",3 weeks ago,2026-07-14,,,4 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xVNVlsZzFZV1V4VjJGcVgyRk5lR1ZxZFhaQ1kxRRAB
Sedat Apaydın,5.0,"The hotel was fantastic. All kinds of amenities were available: entertainment, food, and activities. A big thank you to the customer service department staff, Nasim and Ela Hanım, and all the other staff; all the reception staff; the lifeguard chief and his team; the animation staff member Katya and all her colleagues; and also to all the other staff.",3 weeks ago,2026-07-14,,,3 reviews,Ci9DQUlRQUNvZENodHljRjlvT25ReVFrTkVZbE5JTWpKM0xVRjZhemxMTWpOTlFYYxAB
Denis X,5.0,"The hotel is great, especially the water park. Thank you. The massage was fantastic.",3 weeks ago,2026-07-14,,,1 review,Ci9DQUlRQUNvZENodHljRjlvT2tkSlkwOTZRMWxtVjBzeVJrdHZTVTFvYzBKVlRFRRAB
Tolga Bozacı,5.0,"The coffees at Le Croissantreide are delicious and the presentation is very special, thank you Fince Hanım and Cansel Hanım, we really liked the coffee notes 👍",3 weeks ago,2026-07-14,,,7 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT25JMU9EazVYemcwWkhaVE5tdzVTMHRNTUdVM1QwRRAB
Zeynep Yanıt,5.0,,3 weeks ago,2026-07-14,,,3 reviews,Ci9DQUlRQUNvZENodHljRjlvT21oRVgzZHZjVkZtTjNCdWN6aFlla2RLTVd3dFozYxAB
Hiranur Yanıt,5.0,,3 weeks ago,2026-07-14,,,,Ci9DQUlRQUNvZENodHljRjlvT21kdFowdDZNRWRJZG5RNWVXVkVSbTV2TmpSWk5tYxAB
mehmet öztürk,5.0,"This is the first time I'm writing a review for a business. The hygiene is so bad that I was disgusted by most of the food. I can confidently say I never saw the forks, knives, or tables clean. There's a foul smell throughout the hotel that we couldn't understand. There's no room cleaning whatsoever. They don't change the sheets or towels unless you complain. The mini-bar is never refilled unless you call the lobby. They didn't touch the ashtray on the balcony for six days. The area is so large that it takes an average of 1.5 hours to eat. There are queues for every amenity the hotel offers. You can't drink the same alcohol twice because either they don't have the ingredients or they can't replicate the taste. The bartenders are not bartenders at all. This was absolutely not worth the money we paid. A huge regret.",3 weeks ago,2026-07-14,,,3 reviews,Ci9DQUlRQUNvZENodHljRjlvT25ocVYwNHhNRWRLUWs5NldsTmhNMHhRZGxodlgwRRAB
Okan Geçer,5.0,"Everything was wonderful, the rooms, the staff, customer satisfaction was top-notch at this hotel, I would definitely recommend it.",3 weeks ago,2026-07-14,,,3 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tSSVVtTjNSMGh2UlhaRFp6VnBkRUpCYVhWdlNtYxAB
Onur Küçükdavarcı,5.0,"We were very pleased with everything and definitely recommend it, except for the Turkish night which was lacking, and the limited amount of meat served at the restaurant. We were impressed by Mr. İlyas Yeşiltaş's service and friendly demeanor.",3 weeks ago,2026-07-14,,,9 reviews,Ci9DQUlRQUNvZENodHljRjlvT20xeU1YWk5NVm90VFhWMGRrTjRTV053VnpSVWJVRRAB
Mehmet Ankay,5.0,"Everything was perfect, we were very satisfied and we recommend it.",3 weeks ago,2026-07-14,,,1 review,Ci9DQUlRQUNvZENodHljRjlvT2pCRmIzcFZOVmhXTWpoUlJqaHpSWEJpY0ZocU1VRRAB
Yusuf Gumus,5.0,"The rooms are very clean, very suitable for a family hotel, the service is excellent, the staff are friendly, and the animation team is very entertaining.",3 weeks ago,2026-07-14,,,3 reviews,Ci9DQUlRQUNvZENodHljRjlvT2pKa2JrZHZSWFkwZEdvMVZURjZUakE0YWw4eE5sRRAB
ahmet balcı,5.0,I was very pleased with the animation team. We especially enjoyed the volleyball activity. We tried not to miss any of it. Thank you to animator Efe. He helped us as much as he could. This hotel is now among our top choices.,3 weeks ago,2026-07-14,,,1 review,Ci9DQUlRQUNvZENodHljRjlvT2xObVp6TXRUa2RFWkU5cFMwOWpRbGM1VFhKdmNuYxAB
İzel BOZDAĞ,1.0,"Hello everyone, we're on the last day of our vacation, which we booked for the second week of July 2026. To quickly summarize, I absolutely do not recommend it. I'll list all the negatives: despite not being a very cheap place, the cleanliness is extremely poor. The rooms are very old and dusty; even the grout in the bathroom tiles is moldy. The floors aren't even swept. The same food is served every day. The meals are very mixed; there's no proper variety. The staff are very attentive, but they can't keep up. It's extremely crowded, and there's a shortage of staff. As for the pools, there was a negative incident in the children's pool; a child defecated there, yet the pool wasn't closed. You can tell the level of cleanliness from that. We booked it based on positive reviews; I usually don't leave reviews, but I've been thinking about writing one since the first day we arrived. Don't make the same mistake we did. We pay a fortune and wait for months for this vacation; it's a shame.",3 weeks ago,2026-07-14,,,1 review,Ci9DQUlRQUNvZENodHljRjlvT2sxc01tWXlVWEZpWTIxaWVFcG1PVzlrY0dvd00yYxAB
